FR0003500008;28/06/11;3810.51;3867.90;3806.35;3851.89;3528908
FR0003500008;29/06/11;3868.92;3935.94;3868.92;3924.23;3905174
FR0003500008;30/06/11;3937.26;3982.42;3926.28;3982.21;3497341
FR0003500008;01/07/11;3981.96;4023.59;3967.46;4007.35;3274900
FR0003500008;04/07/11;4010.37;4010.37;3996.58;4003.32;2274612
FR0003500008;05/07/11;3997.48;3998.83;3973.68;3978.83;2746397
FR0003500008;06/07/11;3981.38;3981.90;3941.65;3961.34;3486537
FR0003500008;07/07/11;3981.79;4020.33;3960.24;3979.96;3844540
FR0003500008;08/07/11;3990.07;3999.45;3912.77;3913.55;4351225
FR0003500008;11/07/11;3878.60;3890.07;3789.85;3807.51;4723703
FR0003500008;12/07/11;3755.68;3786.54;3717.58;3772.88;5604042
FR0003500008;13/07/11;3755.51;3800.87;3748.48;3793.27;3827684
FR0003500008;14/07/11;3754.57;3782.05;3743.89;3751.23;2794136
FR0003500008;15/07/11;3730.50;3748.05;3706.82;3726.59;3599751
FR0003500008;18/07/11;3697.54;3698.96;3645.79;3650.71;3429476
FR0003500008;19/07/11;3671.13;3705.15;3664.68;3694.95;3054951
FR0003500008;20/07/11;3724.57;3759.48;3709.95;3754.60;3543002
FR0003500008;21/07/11;3769.86;3839.96;3712.21;3816.75;4558170
FR0003500008;22/07/11;3855.43;3866.34;3817.61;3842.70;3332687
FR0003500008;25/07/11;3813.50;3845.06;3808.16;3812.97;2915615
FR0003500008;26/07/11;3820.79;3835.10;3767.53;3787.88;2784054
FR0003500008;27/07/11;3774.54;3774.54;3711.19;3734.07;3531566
FR0003500008;28/07/11;3703.39;3721.37;3669.27;3712.66;4212062
FR0003500008;29/07/11;3669.05;3691.09;3630.75;3672.77;4290564
FR0003500008;01/08/11;3718.38;3722.59;3585.62;3588.05;4077304
FR0003500008;02/08/11;3567.51;3592.30;3522.79;3522.79;4099539
FR0003500008;03/08/11;3481.86;3518.55;3441.39;3449.45;5231948
FR0003500008;04/08/11;3512.42;3512.42;3315.34;3320.35;6090808
FR0003500008;05/08/11;3219.09;3389.87;3219.07;3278.56;7369831
FR0003500008;08/08/11;3254.36;3333.61;3125.19;3125.19;6442191
FR0003500008;09/08/11;3131.84;3201.68;2979.87;3176.19;7718303
FR0003500008;10/08/11;3234.93;3234.93;3001.25;3002.99;7813266
FR0003500008;11/08/11;3092.16;3098.60;2891.11;3089.66;7622596
FR0003500008;12/08/11;3094.84;3216.67;3017.19;3213.88;4784741
FR0003500008;15/08/11;3248.14;3259.59;3201.12;3239.06;2406159
FR0003500008;16/08/11;3215.50;3230.90;3162.21;3230.90;2667302
FR0003500008;17/08/11;3212.23;3288.82;3182.27;3254.34;2864908
FR0003500008;18/08/11;3216.77;3224.33;3048.41;3076.04;4631235
FR0003500008;19/08/11;3064.49;3078.28;2947.91;3016.99;4765394
FR0003500008;22/08/11;2991.20;3114.14;2990.01;3051.36;2819340
FR0003500008;23/08/11;3088.75;3137.37;3051.16;3084.37;2747990
FR0003500008;24/08/11;3114.98;3166.82;3075.48;3139.55;2840536
FR0003500008;25/08/11;3167.66;3189.42;3096.54;3119.00;3128248
FR0003500008;26/08/11;3115.47;3122.23;3014.31;3087.64;2858396
FR0003500008;29/08/11;3141.19;3174.43;3117.94;3154.20;1677310
FR0003500008;30/08/11;3186.77;3193.40;3129.04;3159.74;2345648
FR0003500008;31/08/11;3176.59;3263.09;3164.51;3256.76;3826986
FR0003500008;01/09/11;3273.05;3295.54;3207.32;3265.83;3328355
FR0003500008;02/09/11;3226.94;3226.94;3132.66;3148.53;3321237
FR0003500008;05/09/11;3072.51;3083.23;2977.18;2999.54;3285199
FR0003500008;06/09/11;2998.29;3042.63;2942.78;2965.64;3702197
FR0003500008;07/09/11;3038.57;3073.18;3015.97;3073.18;3092996
FR0003500008;08/09/11;3070.58;3116.21;3044.38;3085.83;2759752
FR0003500008;09/09/11;3064.94;3077.42;2967.17;2974.59;4054848
FR0003500008;12/09/11;2892.56;2894.03;2820.76;2854.81;4636882
FR0003500008;13/09/11;2906.64;2906.64;2769.97;2894.93;4457116
FR0003500008;14/09/11;2855.00;2956.74;2849.73;2949.14;4026484
FR0003500008;15/09/11;2969.46;3086.64;2960.69;3045.62;4191885
FR0003500008;16/09/11;3084.16;3084.16;3014.45;3031.08;6078575
FR0003500008;19/09/11;2960.93;2978.34;2921.98;2940.00;2638909
FR0003500008;20/09/11;2918.07;2991.21;2909.75;2984.05;2617810
FR0003500008;21/09/11;2982.86;2982.86;2929.97;2935.82;2920302
FR0003500008;22/09/11;2857.86;2863.76;2771.20;2781.68;4256022
FR0003500008;23/09/11;2821.43;2823.97;2693.21;2810.11;4102458
FR0003500008;26/09/11;2754.82;2916.75;2753.27;2859.34;3622801
